taxon	sequenceID	name	genus	scaffold	identity	bitscore	host_species	host_genus	host_family	host_order
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.28-Ara_macao	ehbv-avi.23.28-Ara_macao	ehbv-avi.23.28-Ara_macao	Avihepadnavirus	KE083745.1	71.91	132	Ara_macao	Ara	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.29-Ara_macao	ehbv-avi.23.29-Ara_macao	ehbv-avi.23.29-Ara_macao	Avihepadnavirus	KE088955.1	69.88	129	Ara_macao	Ara	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.3-Guaruba_guarouba	ehbv-avi.23.3-Guaruba_guarouba	ehbv-avi.23.3-Guaruba_guarouba	Avihepadnavirus	JAABOC010000065.1	73.541	333	Guaruba_guarouba	Guaruba	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.30-Amazona_aestiva	ehbv-avi.23.30-Amazona_aestiva	ehbv-avi.23.30-Amazona_aestiva	Avihepadnavirus	LMAW01000048.1	57.895	129	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.31-Melopsittacus_undulatus	ehbv-avi.23.31-Melopsittacus_undulatus	ehbv-avi.23.31-Melopsittacus_undulatus	Avihepadnavirus	JH556617	61.321	126	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.32-Agapornis_roseicollis	ehbv-avi.23.32-Agapornis_roseicollis	ehbv-avi.23.32-Agapornis_roseicollis	Avihepadnavirus	NDXB01004873.1	71.605	123	Agapornis_roseicollis	Agapornis	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.33-Guaruba_guarouba	ehbv-avi.23.33-Guaruba_guarouba	ehbv-avi.23.33-Guaruba_guarouba	Avihepadnavirus	JAABOC010006378.1	67.47	123	Guaruba_guarouba	Guaruba	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.34-Amazona_aestiva	ehbv-avi.23.34-Amazona_aestiva	ehbv-avi.23.34-Amazona_aestiva	Avihepadnavirus	LMAW01001114.1	63.953	117	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.35-Amazona_vittata	ehbv-avi.23.35-Amazona_vittata	ehbv-avi.23.35-Amazona_vittata	Avihepadnavirus	AOCU01023052.1	63.953	117	Amazona_vittata	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.36-Guaruba_guarouba	ehbv-avi.23.36-Guaruba_guarouba	ehbv-avi.23.36-Guaruba_guarouba	Avihepadnavirus	JAABOC010006378.1	69.231	112	Guaruba_guarouba	Guaruba	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.37-Ara_macao	ehbv-avi.23.37-Ara_macao	ehbv-avi.23.37-Ara_macao	Avihepadnavirus	KE013572.1	69.231	111	Ara_macao	Ara	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.38-Pionus_senilis	ehbv-avi.23.38-Pionus_senilis	ehbv-avi.23.38-Pionus_senilis	Avihepadnavirus	WURU01677776.1	68	106	Pionus_senilis	Pionus	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.39-Psittacula_krameri	ehbv-avi.23.39-Psittacula_krameri	ehbv-avi.23.39-Psittacula_krameri	Avihepadnavirus	NFZL01001089.1	69.863	103	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.4-Nestor_notabilis	ehbv-avi.23.4-Nestor_notabilis	ehbv-avi.23.4-Nestor_notabilis	Avihepadnavirus	scaffold33418	84.729	301	Nestor_notabilis	Nestor	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.40-Agapornis_roseicollis	ehbv-avi.23.40-Agapornis_roseicollis	ehbv-avi.23.40-Agapornis_roseicollis	Avihepadnavirus	NDXB01009491.1	71.212	100	Agapornis_roseicollis	Agapornis	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.41-Amazona_aestiva	ehbv-avi.23.41-Amazona_aestiva	ehbv-avi.23.41-Amazona_aestiva	Avihepadnavirus	LMAW01002742.1	59.211	97.8	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.42-Ara_macao	ehbv-avi.23.42-Ara_macao	ehbv-avi.23.42-Ara_macao	Avihepadnavirus	KE095964.1	68.182	97.8	Ara_macao	Ara	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.43-Psittacula_krameri	ehbv-avi.23.43-Psittacula_krameri	ehbv-avi.23.43-Psittacula_krameri	Avihepadnavirus	NFZL01000451.1	61.972	96.3	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.44-Melopsittacus_undulatus	ehbv-avi.23.44-Melopsittacus_undulatus	ehbv-avi.23.44-Melopsittacus_undulatus	Avihepadnavirus	JH556605	81.132	95.9	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.45-Guaruba_guarouba	ehbv-avi.23.45-Guaruba_guarouba	ehbv-avi.23.45-Guaruba_guarouba	Avihepadnavirus	JAABOC010028778.1	68.182	95.9	Guaruba_guarouba	Guaruba	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.46-Pionus_senilis	ehbv-avi.23.46-Pionus_senilis	ehbv-avi.23.46-Pionus_senilis	Avihepadnavirus	WURU01060361.1	80.769	94	Pionus_senilis	Pionus	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.47-Melopsittacus_undulatus	ehbv-avi.23.47-Melopsittacus_undulatus	ehbv-avi.23.47-Melopsittacus_undulatus	Avihepadnavirus	JH556527	75.439	94	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.48-Agapornis_roseicollis	ehbv-avi.23.48-Agapornis_roseicollis	ehbv-avi.23.48-Agapornis_roseicollis	Avihepadnavirus	NDXB01015759.1	79.245	94	Agapornis_roseicollis	Agapornis	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.49-Ara_macao	ehbv-avi.23.49-Ara_macao	ehbv-avi.23.49-Ara_macao	Avihepadnavirus	KE033980.1	79.245	92.4	Ara_macao	Ara	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.5-Pionus_senilis	ehbv-avi.23.5-Pionus_senilis	ehbv-avi.23.5-Pionus_senilis	Avihepadnavirus	WURU01067777.1	73.846	281	Pionus_senilis	Pionus	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.50-Psittacula_krameri	ehbv-avi.23.50-Psittacula_krameri	ehbv-avi.23.50-Psittacula_krameri	Avihepadnavirus	NFZL01000715.1	78.571	92.4	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.51-Amazona_aestiva	ehbv-avi.23.51-Amazona_aestiva	ehbv-avi.23.51-Amazona_aestiva	Avihepadnavirus	LMAW01000248.1	80.769	91.7	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.52-Amazona_vittata	ehbv-avi.23.52-Amazona_vittata	ehbv-avi.23.52-Amazona_vittata	Avihepadnavirus	KB272671.1	80.769	91.3	Amazona_vittata	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.53-Guaruba_guarouba	ehbv-avi.23.53-Guaruba_guarouba	ehbv-avi.23.53-Guaruba_guarouba	Avihepadnavirus	JAABOC010007843.1	77.358	90.9	Guaruba_guarouba	Guaruba	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.54-Melopsittacus_undulatus	ehbv-avi.23.54-Melopsittacus_undulatus	ehbv-avi.23.54-Melopsittacus_undulatus	Avihepadnavirus	JH556609	60.811	90.1	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.55-Psittacula_krameri	ehbv-avi.23.55-Psittacula_krameri	ehbv-avi.23.55-Psittacula_krameri	Avihepadnavirus	NFZL01002220.1	75.472	87.8	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.56-Amazona_vittata	ehbv-avi.23.56-Amazona_vittata	ehbv-avi.23.56-Amazona_vittata	Avihepadnavirus	KB272149.1	66.667	87.4	Amazona_vittata	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.57-Agapornis_roseicollis	ehbv-avi.23.57-Agapornis_roseicollis	ehbv-avi.23.57-Agapornis_roseicollis	Avihepadnavirus	NDXB01010691.1	70.909	86.7	Agapornis_roseicollis	Agapornis	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.58-Agapornis_roseicollis	ehbv-avi.23.58-Agapornis_roseicollis	ehbv-avi.23.58-Agapornis_roseicollis	Avihepadnavirus	NDXB01004574.1	66.667	85.5	Agapornis_roseicollis	Agapornis	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.59-Ara_macao	ehbv-avi.23.59-Ara_macao	ehbv-avi.23.59-Ara_macao	Avihepadnavirus	KE094380.1	69.643	85.5	Ara_macao	Ara	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.6-Nestor_notabilis	ehbv-avi.23.6-Nestor_notabilis	ehbv-avi.23.6-Nestor_notabilis	Avihepadnavirus	C14828811	90.476	273	Nestor_notabilis	Nestor	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.60-Guaruba_guarouba	ehbv-avi.23.60-Guaruba_guarouba	ehbv-avi.23.60-Guaruba_guarouba	Avihepadnavirus	JAABOC010006378.1	69.643	85.5	Guaruba_guarouba	Guaruba	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.61-Agapornis_roseicollis	ehbv-avi.23.61-Agapornis_roseicollis	ehbv-avi.23.61-Agapornis_roseicollis	Avihepadnavirus	NDXB01013358.1	57.534	85.1	Agapornis_roseicollis	Agapornis	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.62-Agapornis_roseicollis	ehbv-avi.23.62-Agapornis_roseicollis	ehbv-avi.23.62-Agapornis_roseicollis	Avihepadnavirus	NDXB01009662.1	69.091	81.6	Agapornis_roseicollis	Agapornis	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.63-Pionus_senilis	ehbv-avi.23.63-Pionus_senilis	ehbv-avi.23.63-Pionus_senilis	Avihepadnavirus	WURU01369910.1	67.308	81.3	Pionus_senilis	Pionus	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.64-Melopsittacus_undulatus	ehbv-avi.23.64-Melopsittacus_undulatus	ehbv-avi.23.64-Melopsittacus_undulatus	Avihepadnavirus	JH556615	68	80.5	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.65-Guaruba_guarouba	ehbv-avi.23.65-Guaruba_guarouba	ehbv-avi.23.65-Guaruba_guarouba	Avihepadnavirus	JAABOC010000638.1	65.455	80.5	Guaruba_guarouba	Guaruba	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.66-Ara_macao	ehbv-avi.23.66-Ara_macao	ehbv-avi.23.66-Ara_macao	Avihepadnavirus	KE031078.1	72.727	75.5	Ara_macao	Ara	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.67-Ara_macao	ehbv-avi.23.67-Ara_macao	ehbv-avi.23.67-Ara_macao	Avihepadnavirus	KE100367.1	67.347	73.6	Ara_macao	Ara	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.68-Guaruba_guarouba	ehbv-avi.23.68-Guaruba_guarouba	ehbv-avi.23.68-Guaruba_guarouba	Avihepadnavirus	JAABOC010006378.1	63.462	72.4	Guaruba_guarouba	Guaruba	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.69-Amazona_aestiva	ehbv-avi.23.69-Amazona_aestiva	ehbv-avi.23.69-Amazona_aestiva	Avihepadnavirus	LMAW01002567.1	72.727	70.5	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.7-Amazona_vittata	ehbv-avi.23.7-Amazona_vittata	ehbv-avi.23.7-Amazona_vittata	Avihepadnavirus	KB238798.1	62.441	239	Amazona_vittata	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.70-Amazona_vittata	ehbv-avi.23.70-Amazona_vittata	ehbv-avi.23.70-Amazona_vittata	Avihepadnavirus	KB271482.1	72.727	70.1	Amazona_vittata	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.71-Amazona_aestiva	ehbv-avi.23.71-Amazona_aestiva	ehbv-avi.23.71-Amazona_aestiva	Avihepadnavirus	LMAW01001869.1	67.347	69.7	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.72-Pionus_senilis	ehbv-avi.23.72-Pionus_senilis	ehbv-avi.23.72-Pionus_senilis	Avihepadnavirus	WURU01029778.1	64.706	68.6	Pionus_senilis	Pionus	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.8-Melopsittacus_undulatus	ehbv-avi.23.8-Melopsittacus_undulatus	ehbv-avi.23.8-Melopsittacus_undulatus	Avihepadnavirus	JH556627	83.453	234	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.9-Amazona_aestiva	ehbv-avi.23.9-Amazona_aestiva	ehbv-avi.23.9-Amazona_aestiva	Avihepadnavirus	LMAW01002355.1	60.891	193	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes
