taxon	sequenceID	name	genus	scaffold	identity	bitscore	host_species	host_genus	host_family	host_order
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Aquila_chrysaetos_canadensis	ehbv-avi.1-Aquila_chrysaetos_canadensis	ehbv-avi.1-Aquila_chrysaetos_canadensis	Avihepadnavirus	gi|766829346|ref|NW_011950900.1|	89.683	464	Aquila_chrysaetos_canadensis	Aquila	Accipitridae	Accipitriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Ara_macao	ehbv-avi.1-Ara_macao	ehbv-avi.1-Ara_macao	Avihepadnavirus	KE015697.1	63.636	50.8	Ara_macao	Ara	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Ardeotis_arabs	ehbv-avi.1-Ardeotis_arabs	ehbv-avi.1-Ardeotis_arabs	Avihepadnavirus	JAAGAY010129154.1	82.576	224	Ardeotis_arabs	Ardeotis	Otididae	Gruiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Athene_cunicularia	ehbv-avi.1-Athene_cunicularia	ehbv-avi.1-Athene_cunicularia	Avihepadnavirus	QEEU01000002.1	68.276	189	Athene_cunicularia	Athene	Strigidae	Strigiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Balearica_regulorum	ehbv-avi.1-Balearica_regulorum	ehbv-avi.1-Balearica_regulorum	Avihepadnavirus	scaffold18147	63.025	163	Balearica_regulorum	Balearica	Gruidae	Gruiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Bubo_blakistoni	ehbv-avi.1-Bubo_blakistoni	ehbv-avi.1-Bubo_blakistoni	Avihepadnavirus	BJCB01005125.1	75.248	307	Bubo_blakistoni	Bubo	Strigidae	Strigiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Buceros_rhinoceros	ehbv-avi.1-Buceros_rhinoceros	ehbv-avi.1-Buceros_rhinoceros	Avihepadnavirus	scaffold36794	56.41	345	Buceros_rhinoceros	Buceros	Bucerotidae	Bucerotiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Calidris_pugnax	ehbv-avi.1-Calidris_pugnax	ehbv-avi.1-Calidris_pugnax	Avihepadnavirus	gi|960494929|ref|NW_015094510.1|	55.577	462	Calidris_pugnax	Calidris	Scolopacidae	Charadriiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Cariama_cristata	ehbv-avi.1-Cariama_cristata	ehbv-avi.1-Cariama_cristata	Avihepadnavirus	scaffold329	80.124	257	Cariama_cristata	Cariama	Cariamidae	Gruiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Cathartes_aura	ehbv-avi.1-Cathartes_aura	ehbv-avi.1-Cathartes_aura	Avihepadnavirus	scaffold19789	90.833	440	Cathartes_aura	Cathartes	Cathartidae	Ciconiiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Charadrius_vociferus	ehbv-avi.1-Charadrius_vociferus	ehbv-avi.1-Charadrius_vociferus	Avihepadnavirus	scaffold16	71.377	739	Charadrius_vociferus	Charadrius	Charadriidae	Charadriiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Chlamydotis_macqueenii	ehbv-avi.1-Chlamydotis_macqueenii	ehbv-avi.1-Chlamydotis_macqueenii	Avihepadnavirus	gi|702204593|ref|NW_010470167.1|	50.75	363	Chlamydotis_macqueenii	Chlamydotis	Otididae	Gruiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Chlamydotis_undulata	ehbv-avi.1-Chlamydotis_undulata	ehbv-avi.1-Chlamydotis_undulata	Avihepadnavirus	scaffold36512	50.75	363	Chlamydotis_undulata	Chlamydotis	Otididae	Gruiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Cicinnurus_regius	ehbv-avi.1-Cicinnurus_regius	ehbv-avi.1-Cicinnurus_regius	Avihepadnavirus	RAHN01000030.1	75.309	359	Cicinnurus_regius	Cicinnurus	Paradisaeidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Ciconia_boyciana	ehbv-avi.1-Ciconia_boyciana	ehbv-avi.1-Ciconia_boyciana	Avihepadnavirus	BDFF01094061.1	92.14	441	Ciconia_boyciana	Ciconia	Ciconiidae	Ciconiiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Colius_striatus	ehbv-avi.1-Colius_striatus	ehbv-avi.1-Colius_striatus	Avihepadnavirus	scaffold16108	76.19	99	Colius_striatus	Colius	Coliidae	Coliiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Columba_livia	ehbv-avi.1-Columba_livia	ehbv-avi.1-Columba_livia	Avihepadnavirus	scaffold59	61.054	604	Columba_livia	Columba	Columbidae	Columbiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Corapipo_altera	ehbv-avi.1-Corapipo_altera	ehbv-avi.1-Corapipo_altera	Avihepadnavirus	NW_020884872.1	48.397	252	Corapipo_altera	Corapipo	Pipridae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Corvus_brachyrhynchos	ehbv-avi.1-Corvus_brachyrhynchos	ehbv-avi.1-Corvus_brachyrhynchos	Avihepadnavirus	scaffold103	33.973	212	Corvus_brachyrhynchos	Corvus	Corvidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Corvus_cornix_cornix	ehbv-avi.1-Corvus_cornix_cornix	ehbv-avi.1-Corvus_cornix_cornix	Avihepadnavirus	gi|725624890|ref|NW_010959474.1|	34.165	215	Corvus_cornix_cornix	Corvus	Corvidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Corvus_hawaiiensis	ehbv-avi.1-Corvus_hawaiiensis	ehbv-avi.1-Corvus_hawaiiensis	Avihepadnavirus	QORP01000646.1	48.696	186	Corvus_hawaiiensis	Corvus	Corvidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Cuculus_canorus	ehbv-avi.1-Cuculus_canorus	ehbv-avi.1-Cuculus_canorus	Avihepadnavirus	scaffold15	70.857	237	Cuculus_canorus	Cuculus	Cuculidae	Cuculiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Diphyllodes_magnificus	ehbv-avi.1-Diphyllodes_magnificus	ehbv-avi.1-Diphyllodes_magnificus	Avihepadnavirus	RAHO01000055.1	77.778	382	Diphyllodes_magnificus	Diphyllodes	Paradisaeidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Egretta_garzetta	ehbv-avi.1-Egretta_garzetta	ehbv-avi.1-Egretta_garzetta	Avihepadnavirus	scaffold40	57.935	502	Egretta_garzetta	Egretta	Ardeidae	Pelecaniformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Empidonax_traillii	ehbv-avi.1-Empidonax_traillii	ehbv-avi.1-Empidonax_traillii	Avihepadnavirus	PWAB01000589.1	49.371	253	Empidonax_traillii	Empidonax	Tyrannidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Eopsaltria_australis	ehbv-avi.1-Eopsaltria_australis	ehbv-avi.1-Eopsaltria_australis	Avihepadnavirus	QKXG01011186.1	46.364	355	Eopsaltria_australis	Eopsaltria	Petroicidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Erythrura_gouldiae	ehbv-avi.1-Erythrura_gouldiae	ehbv-avi.1-Erythrura_gouldiae	Avihepadnavirus	QUSF01000006.1	66.418	171	Erythrura_gouldiae	Erythrura	Estrildidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Eurypyga_helias	ehbv-avi.1-Eurypyga_helias	ehbv-avi.1-Eurypyga_helias	Avihepadnavirus	scaffold15072	48.871	557	Eurypyga_helias	Eurypyga	Eurypygidae	Gruiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Falco_cherrug	ehbv-avi.1-Falco_cherrug	ehbv-avi.1-Falco_cherrug	Avihepadnavirus	gi|537457958|ref|NW_004994945.1|	68.217	157	Falco_cherrug	Falco	Falconidae	Falconiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Falco_peregrinus	ehbv-avi.1-Falco_peregrinus	ehbv-avi.1-Falco_peregrinus	Avihepadnavirus	scaffold17_1	68.217	155	Falco_peregrinus	Falco	Falconidae	Falconiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Ficedula_albicollis	ehbv-avi.1-Ficedula_albicollis	ehbv-avi.1-Ficedula_albicollis	Avihepadnavirus	JH603207.1	68.794	200	Ficedula_albicollis	Ficedula	Muscicapidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Fulmarus_glacialis	ehbv-avi.1-Fulmarus_glacialis	ehbv-avi.1-Fulmarus_glacialis	Avihepadnavirus	scaffold36944	62.521	613	Fulmarus_glacialis	Fulmarus	Procellariidae	Procellariiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Gallirallus_okinawae	ehbv-avi.1-Gallirallus_okinawae	ehbv-avi.1-Gallirallus_okinawae	Avihepadnavirus	BDFH01105682.1	78	156	Gallirallus_okinawae	Gallirallus	Rallidae	Gruiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Gavia_stellata	ehbv-avi.1-Gavia_stellata	ehbv-avi.1-Gavia_stellata	Avihepadnavirus	scaffold17967	84.556	454	Gavia_stellata	Gavia	Gaviidae	Gaviiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Geospiza_fortis	ehbv-avi.1-Geospiza_fortis	ehbv-avi.1-Geospiza_fortis	Avihepadnavirus	JH740002	56.557	311	Geospiza_fortis	Geospiza	Thraupidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Grus_japonensis	ehbv-avi.1-Grus_japonensis	ehbv-avi.1-Grus_japonensis	Avihepadnavirus	BDFG01003452.1	70.242	382	Grus_japonensis	Grus	Gruidae	Gruiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Grus_monacha	ehbv-avi.1-Grus_monacha	ehbv-avi.1-Grus_monacha	Avihepadnavirus	BJET01006940.1	60	165	Grus_monacha	Grus	Gruidae	Gruiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Guaruba_guarouba	ehbv-avi.1-Guaruba_guarouba	ehbv-avi.1-Guaruba_guarouba	Avihepadnavirus	JAABOC010005230.1	61.538	119	Guaruba_guarouba	Guaruba	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Haliaeetus_albicilla	ehbv-avi.1-Haliaeetus_albicilla	ehbv-avi.1-Haliaeetus_albicilla	Avihepadnavirus	scaffold23856	57.256	614	Haliaeetus_albicilla	Haliaeetus	Accipitridae	Accipitriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Haliaeetus_leucocephalus	ehbv-avi.1-Haliaeetus_leucocephalus	ehbv-avi.1-Haliaeetus_leucocephalus	Avihepadnavirus	Scaffold2403	64.831	266	Haliaeetus_leucocephalus	Haliaeetus	Accipitridae	Accipitriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Hemignathus_virens	ehbv-avi.1-Hemignathus_virens	ehbv-avi.1-Hemignathus_virens	Avihepadnavirus	LTAT01000001.1	63.547	245	Hemignathus_virens	Hemignathus	Fringillidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Himantopus_himantopus	ehbv-avi.1-Himantopus_himantopus	ehbv-avi.1-Himantopus_himantopus	Avihepadnavirus	RSEF01000001.1	72.487	239	Himantopus_himantopus	Himantopus	Recurvirostridae	Charadriiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Hirundo_rustica	ehbv-avi.1-Hirundo_rustica	ehbv-avi.1-Hirundo_rustica	Avihepadnavirus	QRBI01000120.1	73.649	219	Hirundo_rustica	Hirundo	Hirundinidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Junco_hyemalis	ehbv-avi.1-Junco_hyemalis	ehbv-avi.1-Junco_hyemalis	Avihepadnavirus	QZWM01000963.1	67.568	196	Junco_hyemalis	Junco	Passerellidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Lepidothrix_coronata	ehbv-avi.1-Lepidothrix_coronata	ehbv-avi.1-Lepidothrix_coronata	Avihepadnavirus	KV388162.1	48.774	279	Lepidothrix_coronata	Lepidothrix	Pipridae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Leptosomus_discolor	ehbv-avi.1-Leptosomus_discolor	ehbv-avi.1-Leptosomus_discolor	Avihepadnavirus	scaffold6175	76.786	501	Leptosomus_discolor	Leptosomus	Leptosomidae	Coraciiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Limosa_lapponica_baueri	ehbv-avi.1-Limosa_lapponica_baueri	ehbv-avi.1-Limosa_lapponica_baueri	Avihepadnavirus	KZ508325.1	51.22	368	Limosa_lapponica_baueri	Limosa	Scolopacidae	Charadriiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Lonchura_striata_domestica	ehbv-avi.1-Lonchura_striata_domestica	ehbv-avi.1-Lonchura_striata_domestica	Avihepadnavirus	NW_018657052.1	59.873	181	Lonchura_striata_domestica	Lonchura	Estrildidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Manacus_vitellinus	ehbv-avi.1-Manacus_vitellinus	ehbv-avi.1-Manacus_vitellinus	Avihepadnavirus	scaffold21	60.248	164	Manacus_vitellinus	Manacus	Pipridae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Melopsittacus_undulatus	ehbv-avi.1-Melopsittacus_undulatus	ehbv-avi.1-Melopsittacus_undulatus	Avihepadnavirus	JH556585	49.231	149	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Merops_nubicus	ehbv-avi.1-Merops_nubicus	ehbv-avi.1-Merops_nubicus	Avihepadnavirus	scaffold5729	55.67	102	Merops_nubicus	Merops	Meropidae	Coraciiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Mesitornis_unicolor	ehbv-avi.1-Mesitornis_unicolor	ehbv-avi.1-Mesitornis_unicolor	Avihepadnavirus	scaffold28184	56.25	486	Mesitornis_unicolor	Mesitornis	Mesitornithidae	Gruiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Molothrus_ater	ehbv-avi.1-Molothrus_ater	ehbv-avi.1-Molothrus_ater	Avihepadnavirus	CM022840.1	54.839	266	Molothrus_ater	Molothrus	Icteridae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Nannopterum_brasilianus	ehbv-avi.1-Nannopterum_brasilianus	ehbv-avi.1-Nannopterum_brasilianus	Avihepadnavirus	NFME01254170.1	78.049	194	Nannopterum_brasilianus	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Nannopterum_harrisi	ehbv-avi.1-Nannopterum_harrisi	ehbv-avi.1-Nannopterum_harrisi	Avihepadnavirus	NEVG01000146.1	65.517	250	Nannopterum_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Nestor_notabilis	ehbv-avi.1-Nestor_notabilis	ehbv-avi.1-Nestor_notabilis	Avihepadnavirus	scaffold30203	64.141	216	Nestor_notabilis	Nestor	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Nipponia_nippon	ehbv-avi.1-Nipponia_nippon	ehbv-avi.1-Nipponia_nippon	Avihepadnavirus	Scaffold60	78.462	602	Nipponia_nippon	Nipponia	Threskiornithidae	Pelecaniformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Opisthocomus_hoazin	ehbv-avi.1-Opisthocomus_hoazin	ehbv-avi.1-Opisthocomus_hoazin	Avihepadnavirus	scaffold15	75.806	182	Opisthocomus_hoazin	Opisthocomus	Opisthocomidae	Opisthocomiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Paradisaea_raggiana	ehbv-avi.1-Paradisaea_raggiana	ehbv-avi.1-Paradisaea_raggiana	Avihepadnavirus	RAHK01000163.1	56.019	417	Paradisaea_raggiana	Paradisaea	Paradisaeidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Paradisaea_rubra	ehbv-avi.1-Paradisaea_rubra	ehbv-avi.1-Paradisaea_rubra	Avihepadnavirus	RAHL01000034.1	57.424	508	Paradisaea_rubra	Paradisaea	Paradisaeidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Parotia_lawesii	ehbv-avi.1-Parotia_lawesii	ehbv-avi.1-Parotia_lawesii	Avihepadnavirus	RAHM01000055.1	63.83	439	Parotia_lawesii	Parotia	Paradisaeidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Parus_major	ehbv-avi.1-Parus_major	ehbv-avi.1-Parus_major	Avihepadnavirus	gi|996767198|ref|NC_029268.1|	69.718	197	Parus_major	Parus	Paridae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Passer_domesticus	ehbv-avi.1-Passer_domesticus	ehbv-avi.1-Passer_domesticus	Avihepadnavirus	CM004528.1	70.701	223	Passer_domesticus	Passer	Passeridae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Patagioenas_fasciata	ehbv-avi.1-Patagioenas_fasciata	ehbv-avi.1-Patagioenas_fasciata	Avihepadnavirus	LSYS01004095.1	68.932	274	Patagioenas_fasciata	Patagioenas	Columbidae	Columbiformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Pelecanus_crispus	ehbv-avi.1-Pelecanus_crispus	ehbv-avi.1-Pelecanus_crispus	Avihepadnavirus	scaffold18295	63.584	941	Pelecanus_crispus	Pelecanus	Pelecanidae	Pelecaniformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Phaethon_lepturus	ehbv-avi.1-Phaethon_lepturus	ehbv-avi.1-Phaethon_lepturus	Avihepadnavirus	scaffold3985	58.123	278	Phaethon_lepturus	Phaethon	Phaethontidae	Pelecaniformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Phalacrocorax_carbo	ehbv-avi.1-Phalacrocorax_carbo	ehbv-avi.1-Phalacrocorax_carbo	Avihepadnavirus	scaffold23825	63.054	238	Phalacrocorax_carbo	Phalacrocorax	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Phalacrocorax_harrisi	ehbv-avi.1-Phalacrocorax_harrisi	ehbv-avi.1-Phalacrocorax_harrisi	Avihepadnavirus	NEVG01000146.1	65.517	250	Phalacrocorax_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Phoenicopterus_ruber	ehbv-avi.1-Phoenicopterus_ruber	ehbv-avi.1-Phoenicopterus_ruber	Avihepadnavirus	scaffold29997	88.172	506	Phoenicopterus_ruber	Phoenicopterus	Phoenicopteridae	Phoenicopteriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Phylloscopus_plumbeitarsus	ehbv-avi.1-Phylloscopus_plumbeitarsus	ehbv-avi.1-Phylloscopus_plumbeitarsus	Avihepadnavirus	LXOY01076276.1	71.622	199	Phylloscopus_plumbeitarsus	Phylloscopus	Phylloscopidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Phylloscopus_trochiloides_viridanus	ehbv-avi.1-Phylloscopus_trochiloides_viridanus	ehbv-avi.1-Phylloscopus_trochiloides_viridanus	Avihepadnavirus	LXPA01011829.1	70.946	197	Phylloscopus_trochiloides_viridanus	Phylloscopus	Phylloscopidae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Picoides_pubescens	ehbv-avi.1-Picoides_pubescens	ehbv-avi.1-Picoides_pubescens	Avihepadnavirus	scaffold148	55.98	362	Picoides_pubescens	Picoides	Picidae	Piciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Pionus_senilis	ehbv-avi.1-Pionus_senilis	ehbv-avi.1-Pionus_senilis	Avihepadnavirus	WURU01067777.1	42.353	56.2	Pionus_senilis	Pionus	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Pipra_filicauda	ehbv-avi.1-Pipra_filicauda	ehbv-avi.1-Pipra_filicauda	Avihepadnavirus	NW_020895070.1	48.734	253	Pipra_filicauda	Pipra	Pipridae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Podiceps_cristatus	ehbv-avi.1-Podiceps_cristatus	ehbv-avi.1-Podiceps_cristatus	Avihepadnavirus	scaffold11994	82.008	412	Podiceps_cristatus	Podiceps	Podicipedidae	Podicipediformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Pseudopodoces_humilis	ehbv-avi.1-Pseudopodoces_humilis	ehbv-avi.1-Pseudopodoces_humilis	Avihepadnavirus	gi|539359185|ref|NW_005087554.1|	71.975	231	Pseudopodoces_humilis	Pseudopodoces	Paridae	Passeriformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Psittacula_krameri	ehbv-avi.1-Psittacula_krameri	ehbv-avi.1-Psittacula_krameri	Avihepadnavirus	NFZL01000130.1	66.364	248	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.1-neoaves/member/fasta-digs-ehbv/ehbv-avi.1-Pterocles_gutturalis	ehbv-avi.1-Pterocles_gutturalis	ehbv-avi.1-Pterocles_gutturalis	Avihepadnavirus	scaffold28936	54.756	358	Pterocles_gutturalis	Pterocles	Pteroclidae	Pterocliformes
