taxon	sequenceID	name	genus	scaffold	identity	bitscore	host_species	host_genus	host_family	host_order
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.108-Phalacrocorax_harrisi	ehbv-avi.27.108-Phalacrocorax_harrisi	ehbv-avi.27.108-Phalacrocorax_harrisi	Avihepadnavirus	NEVG01000253.1	92.632	149	Phalacrocorax_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.109-Nannopterum_brasilianus	ehbv-avi.27.109-Nannopterum_brasilianus	ehbv-avi.27.109-Nannopterum_brasilianus	Avihepadnavirus	NFME01005753.1	88.421	149	Nannopterum_brasilianus	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.11-Nannopterum_brasilianus	ehbv-avi.27.11-Nannopterum_brasilianus	ehbv-avi.27.11-Nannopterum_brasilianus	Avihepadnavirus	NFME01029067.1	89.691	178	Nannopterum_brasilianus	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.110-Nannopterum_harrisi	ehbv-avi.27.110-Nannopterum_harrisi	ehbv-avi.27.110-Nannopterum_harrisi	Avihepadnavirus	NEVG01000221.1	90.722	149	Nannopterum_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.111-Urile_pelagicus	ehbv-avi.27.111-Urile_pelagicus	ehbv-avi.27.111-Urile_pelagicus	Avihepadnavirus	NFMD01000833.1	90.426	149	Urile_pelagicus	Urile	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.112-Phalacrocorax_harrisi	ehbv-avi.27.112-Phalacrocorax_harrisi	ehbv-avi.27.112-Phalacrocorax_harrisi	Avihepadnavirus	NEVG01000221.1	90.722	149	Phalacrocorax_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.113-Urile_pelagicus	ehbv-avi.27.113-Urile_pelagicus	ehbv-avi.27.113-Urile_pelagicus	Avihepadnavirus	NFMD01000247.1	91.489	149	Urile_pelagicus	Urile	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.114-Nannopterum_harrisi	ehbv-avi.27.114-Nannopterum_harrisi	ehbv-avi.27.114-Nannopterum_harrisi	Avihepadnavirus	NEVG01000253.1	92.632	149	Nannopterum_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.115-Nannopterum_harrisi	ehbv-avi.27.115-Nannopterum_harrisi	ehbv-avi.27.115-Nannopterum_harrisi	Avihepadnavirus	NEVG01000457.1	93.684	149	Nannopterum_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.116-Urile_pelagicus	ehbv-avi.27.116-Urile_pelagicus	ehbv-avi.27.116-Urile_pelagicus	Avihepadnavirus	NFMD01000066.1	89.474	149	Urile_pelagicus	Urile	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.117-Phalacrocorax_harrisi	ehbv-avi.27.117-Phalacrocorax_harrisi	ehbv-avi.27.117-Phalacrocorax_harrisi	Avihepadnavirus	NEVG01000457.1	93.684	149	Phalacrocorax_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.118-Nannopterum_brasilianus	ehbv-avi.27.118-Nannopterum_brasilianus	ehbv-avi.27.118-Nannopterum_brasilianus	Avihepadnavirus	NFME01020971.1	91.579	149	Nannopterum_brasilianus	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.119-Phalacrocorax_harrisi	ehbv-avi.27.119-Phalacrocorax_harrisi	ehbv-avi.27.119-Phalacrocorax_harrisi	Avihepadnavirus	NEVG01000143.1	89.691	148	Phalacrocorax_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.12-Phalacrocorax_harrisi	ehbv-avi.27.12-Phalacrocorax_harrisi	ehbv-avi.27.12-Phalacrocorax_harrisi	Avihepadnavirus	NEVG01000485.1	89.691	178	Phalacrocorax_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.120-Urile_pelagicus	ehbv-avi.27.120-Urile_pelagicus	ehbv-avi.27.120-Urile_pelagicus	Avihepadnavirus	NFMD01000110.1	92.784	148	Urile_pelagicus	Urile	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.121-Nannopterum_harrisi	ehbv-avi.27.121-Nannopterum_harrisi	ehbv-avi.27.121-Nannopterum_harrisi	Avihepadnavirus	NEVG01000143.1	89.691	148	Nannopterum_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.122-Urile_pelagicus	ehbv-avi.27.122-Urile_pelagicus	ehbv-avi.27.122-Urile_pelagicus	Avihepadnavirus	NFMD01000025.1	90.526	148	Urile_pelagicus	Urile	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.123-Phalacrocorax_carbo	ehbv-avi.27.123-Phalacrocorax_carbo	ehbv-avi.27.123-Phalacrocorax_carbo	Avihepadnavirus	scaffold19015	88.095	148	Phalacrocorax_carbo	Phalacrocorax	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.124-Nannopterum_brasilianus	ehbv-avi.27.124-Nannopterum_brasilianus	ehbv-avi.27.124-Nannopterum_brasilianus	Avihepadnavirus	NFME01004741.1	90.722	148	Nannopterum_brasilianus	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.125-Nannopterum_brasilianus	ehbv-avi.27.125-Nannopterum_brasilianus	ehbv-avi.27.125-Nannopterum_brasilianus	Avihepadnavirus	NFME01021110.1	91.579	148	Nannopterum_brasilianus	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.126-Nannopterum_brasilianus	ehbv-avi.27.126-Nannopterum_brasilianus	ehbv-avi.27.126-Nannopterum_brasilianus	Avihepadnavirus	NFME01001607.1	90.426	148	Nannopterum_brasilianus	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.127-Phalacrocorax_harrisi	ehbv-avi.27.127-Phalacrocorax_harrisi	ehbv-avi.27.127-Phalacrocorax_harrisi	Avihepadnavirus	NEVG01000187.1	87.629	147	Phalacrocorax_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.128-Nannopterum_harrisi	ehbv-avi.27.128-Nannopterum_harrisi	ehbv-avi.27.128-Nannopterum_harrisi	Avihepadnavirus	NEVG01000224.1	86.598	147	Nannopterum_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.129-Phalacrocorax_harrisi	ehbv-avi.27.129-Phalacrocorax_harrisi	ehbv-avi.27.129-Phalacrocorax_harrisi	Avihepadnavirus	NEVG01000224.1	86.598	147	Phalacrocorax_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.13-Nannopterum_brasilianus	ehbv-avi.27.13-Nannopterum_brasilianus	ehbv-avi.27.13-Nannopterum_brasilianus	Avihepadnavirus	NFME01003409.1	91.753	177	Nannopterum_brasilianus	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.130-Urile_pelagicus	ehbv-avi.27.130-Urile_pelagicus	ehbv-avi.27.130-Urile_pelagicus	Avihepadnavirus	NFMD01000125.1	92.632	147	Urile_pelagicus	Urile	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.131-Nannopterum_brasilianus	ehbv-avi.27.131-Nannopterum_brasilianus	ehbv-avi.27.131-Nannopterum_brasilianus	Avihepadnavirus	NFME01015094.1	91.753	147	Nannopterum_brasilianus	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.132-Nannopterum_harrisi	ehbv-avi.27.132-Nannopterum_harrisi	ehbv-avi.27.132-Nannopterum_harrisi	Avihepadnavirus	NEVG01000457.1	91.579	147	Nannopterum_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.133-Phalacrocorax_harrisi	ehbv-avi.27.133-Phalacrocorax_harrisi	ehbv-avi.27.133-Phalacrocorax_harrisi	Avihepadnavirus	NEVG01000282.1	91.753	147	Phalacrocorax_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.134-Nannopterum_brasilianus	ehbv-avi.27.134-Nannopterum_brasilianus	ehbv-avi.27.134-Nannopterum_brasilianus	Avihepadnavirus	NFME01016494.1	88.095	147	Nannopterum_brasilianus	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.135-Phalacrocorax_harrisi	ehbv-avi.27.135-Phalacrocorax_harrisi	ehbv-avi.27.135-Phalacrocorax_harrisi	Avihepadnavirus	NEVG01000457.1	91.579	147	Phalacrocorax_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.136-Nannopterum_brasilianus	ehbv-avi.27.136-Nannopterum_brasilianus	ehbv-avi.27.136-Nannopterum_brasilianus	Avihepadnavirus	NFME01002353.1	91.579	147	Nannopterum_brasilianus	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.137-Urile_pelagicus	ehbv-avi.27.137-Urile_pelagicus	ehbv-avi.27.137-Urile_pelagicus	Avihepadnavirus	NFMD01000090.1	89.899	147	Urile_pelagicus	Urile	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.138-Nannopterum_harrisi	ehbv-avi.27.138-Nannopterum_harrisi	ehbv-avi.27.138-Nannopterum_harrisi	Avihepadnavirus	NEVG01000282.1	91.753	147	Nannopterum_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.139-Phalacrocorax_carbo	ehbv-avi.27.139-Phalacrocorax_carbo	ehbv-avi.27.139-Phalacrocorax_carbo	Avihepadnavirus	scaffold10400	87.5	147	Phalacrocorax_carbo	Phalacrocorax	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.14-Urile_pelagicus	ehbv-avi.27.14-Urile_pelagicus	ehbv-avi.27.14-Urile_pelagicus	Avihepadnavirus	NFMD01000355.1	88.66	177	Urile_pelagicus	Urile	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.140-Nannopterum_harrisi	ehbv-avi.27.140-Nannopterum_harrisi	ehbv-avi.27.140-Nannopterum_harrisi	Avihepadnavirus	NEVG01000187.1	87.629	147	Nannopterum_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.141-Urile_pelagicus	ehbv-avi.27.141-Urile_pelagicus	ehbv-avi.27.141-Urile_pelagicus	Avihepadnavirus	NFMD01001207.1	91.579	147	Urile_pelagicus	Urile	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.142-Phalacrocorax_harrisi	ehbv-avi.27.142-Phalacrocorax_harrisi	ehbv-avi.27.142-Phalacrocorax_harrisi	Avihepadnavirus	NEVG01000224.1	86.598	146	Phalacrocorax_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.143-Nannopterum_harrisi	ehbv-avi.27.143-Nannopterum_harrisi	ehbv-avi.27.143-Nannopterum_harrisi	Avihepadnavirus	NEVG01000224.1	86.598	146	Nannopterum_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.144-Nannopterum_brasilianus	ehbv-avi.27.144-Nannopterum_brasilianus	ehbv-avi.27.144-Nannopterum_brasilianus	Avihepadnavirus	NFME01004124.1	93.814	145	Nannopterum_brasilianus	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.145-Nannopterum_brasilianus	ehbv-avi.27.145-Nannopterum_brasilianus	ehbv-avi.27.145-Nannopterum_brasilianus	Avihepadnavirus	NFME01004979.1	91.579	145	Nannopterum_brasilianus	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.146-Nannopterum_brasilianus	ehbv-avi.27.146-Nannopterum_brasilianus	ehbv-avi.27.146-Nannopterum_brasilianus	Avihepadnavirus	NFME01003564.1	91.579	145	Nannopterum_brasilianus	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.147-Urile_pelagicus	ehbv-avi.27.147-Urile_pelagicus	ehbv-avi.27.147-Urile_pelagicus	Avihepadnavirus	NFMD01000441.1	85.714	145	Urile_pelagicus	Urile	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.148-Phalacrocorax_carbo	ehbv-avi.27.148-Phalacrocorax_carbo	ehbv-avi.27.148-Phalacrocorax_carbo	Avihepadnavirus	scaffold27156	89.899	145	Phalacrocorax_carbo	Phalacrocorax	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.149-Nannopterum_harrisi	ehbv-avi.27.149-Nannopterum_harrisi	ehbv-avi.27.149-Nannopterum_harrisi	Avihepadnavirus	NEVG01000121.1	90.526	144	Nannopterum_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.15-Urile_pelagicus	ehbv-avi.27.15-Urile_pelagicus	ehbv-avi.27.15-Urile_pelagicus	Avihepadnavirus	NFMD01000630.1	89.691	177	Urile_pelagicus	Urile	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.150-Urile_pelagicus	ehbv-avi.27.150-Urile_pelagicus	ehbv-avi.27.150-Urile_pelagicus	Avihepadnavirus	NFMD01000192.1	91.579	144	Urile_pelagicus	Urile	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.151-Phalacrocorax_carbo	ehbv-avi.27.151-Phalacrocorax_carbo	ehbv-avi.27.151-Phalacrocorax_carbo	Avihepadnavirus	scaffold34581	93.814	144	Phalacrocorax_carbo	Phalacrocorax	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.152-Phalacrocorax_harrisi	ehbv-avi.27.152-Phalacrocorax_harrisi	ehbv-avi.27.152-Phalacrocorax_harrisi	Avihepadnavirus	NEVG01000121.1	90.526	144	Phalacrocorax_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.153-Phalacrocorax_harrisi	ehbv-avi.27.153-Phalacrocorax_harrisi	ehbv-avi.27.153-Phalacrocorax_harrisi	Avihepadnavirus	NEVG01000388.1	91.753	143	Phalacrocorax_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.154-Phalacrocorax_harrisi	ehbv-avi.27.154-Phalacrocorax_harrisi	ehbv-avi.27.154-Phalacrocorax_harrisi	Avihepadnavirus	NEVG01000282.1	88.66	143	Phalacrocorax_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.155-Nannopterum_harrisi	ehbv-avi.27.155-Nannopterum_harrisi	ehbv-avi.27.155-Nannopterum_harrisi	Avihepadnavirus	NEVG01000388.1	91.753	143	Nannopterum_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.156-Phalacrocorax_carbo	ehbv-avi.27.156-Phalacrocorax_carbo	ehbv-avi.27.156-Phalacrocorax_carbo	Avihepadnavirus	scaffold7088	83.505	143	Phalacrocorax_carbo	Phalacrocorax	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.157-Phalacrocorax_carbo	ehbv-avi.27.157-Phalacrocorax_carbo	ehbv-avi.27.157-Phalacrocorax_carbo	Avihepadnavirus	scaffold20432	87.629	143	Phalacrocorax_carbo	Phalacrocorax	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.158-Nannopterum_harrisi	ehbv-avi.27.158-Nannopterum_harrisi	ehbv-avi.27.158-Nannopterum_harrisi	Avihepadnavirus	NEVG01000282.1	88.66	143	Nannopterum_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.159-Phalacrocorax_carbo	ehbv-avi.27.159-Phalacrocorax_carbo	ehbv-avi.27.159-Phalacrocorax_carbo	Avihepadnavirus	scaffold33047	92.784	142	Phalacrocorax_carbo	Phalacrocorax	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.16-Urile_pelagicus	ehbv-avi.27.16-Urile_pelagicus	ehbv-avi.27.16-Urile_pelagicus	Avihepadnavirus	NFMD01000212.1	88.66	177	Urile_pelagicus	Urile	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.160-Nannopterum_harrisi	ehbv-avi.27.160-Nannopterum_harrisi	ehbv-avi.27.160-Nannopterum_harrisi	Avihepadnavirus	NEVG01000387.1	87.629	142	Nannopterum_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.161-Phalacrocorax_carbo	ehbv-avi.27.161-Phalacrocorax_carbo	ehbv-avi.27.161-Phalacrocorax_carbo	Avihepadnavirus	scaffold23034	92.784	142	Phalacrocorax_carbo	Phalacrocorax	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.162-Nannopterum_brasilianus	ehbv-avi.27.162-Nannopterum_brasilianus	ehbv-avi.27.162-Nannopterum_brasilianus	Avihepadnavirus	NFME01000923.1	87.629	142	Nannopterum_brasilianus	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.163-Phalacrocorax_harrisi	ehbv-avi.27.163-Phalacrocorax_harrisi	ehbv-avi.27.163-Phalacrocorax_harrisi	Avihepadnavirus	NEVG01000387.1	87.629	142	Phalacrocorax_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.164-Phalacrocorax_harrisi	ehbv-avi.27.164-Phalacrocorax_harrisi	ehbv-avi.27.164-Phalacrocorax_harrisi	Avihepadnavirus	NEVG01000282.1	90.526	142	Phalacrocorax_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.165-Nannopterum_harrisi	ehbv-avi.27.165-Nannopterum_harrisi	ehbv-avi.27.165-Nannopterum_harrisi	Avihepadnavirus	NEVG01000282.1	90.526	142	Nannopterum_harrisi	Nannopterum	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.166-Phalacrocorax_carbo	ehbv-avi.27.166-Phalacrocorax_carbo	ehbv-avi.27.166-Phalacrocorax_carbo	Avihepadnavirus	scaffold9595	86.598	142	Phalacrocorax_carbo	Phalacrocorax	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.167-Urile_pelagicus	ehbv-avi.27.167-Urile_pelagicus	ehbv-avi.27.167-Urile_pelagicus	Avihepadnavirus	NFMD01000070.1	87.629	142	Urile_pelagicus	Urile	Phalacrocoracidae	Pelecaniformes
alignment/AL_EHBV-avi.27-phalacrocoracidae/member/fasta-digs-ehbv/ehbv-avi.27.168-Nannopterum_brasilianus	ehbv-avi.27.168-Nannopterum_brasilianus	ehbv-avi.27.168-Nannopterum_brasilianus	Avihepadnavirus	NFME01000658.1	88.462	140	Nannopterum_brasilianus	Nannopterum	Phalacrocoracidae	Pelecaniformes
