taxon	sequenceID	name	genus	scaffold	identity	bitscore	host_species	host_genus	host_family	host_order
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.30-Amazona_vittata	ehbv-avi.49.30-Amazona_vittata	ehbv-avi.49.30-Amazona_vittata	Avihepadnavirus	KB275909.1	79.221	123	Amazona_vittata	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.31-Pionus_senilis	ehbv-avi.49.31-Pionus_senilis	ehbv-avi.49.31-Pionus_senilis	Avihepadnavirus	WURU01369433.1	87.143	118	Pionus_senilis	Pionus	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.32-Amazona_vittata	ehbv-avi.49.32-Amazona_vittata	ehbv-avi.49.32-Amazona_vittata	Avihepadnavirus	KB258402.1	61.765	117	Amazona_vittata	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.33-Ara_macao	ehbv-avi.49.33-Ara_macao	ehbv-avi.49.33-Ara_macao	Avihepadnavirus	AOUJ01284558.1	75.676	117	Ara_macao	Ara	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.34-Psittacula_krameri	ehbv-avi.49.34-Psittacula_krameri	ehbv-avi.49.34-Psittacula_krameri	Avihepadnavirus	NFZL01000600.1	77.465	112	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.35-Melopsittacus_undulatus	ehbv-avi.49.35-Melopsittacus_undulatus	ehbv-avi.49.35-Melopsittacus_undulatus	Avihepadnavirus	JH556491	76.712	112	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.36-Agapornis_roseicollis	ehbv-avi.49.36-Agapornis_roseicollis	ehbv-avi.49.36-Agapornis_roseicollis	Avihepadnavirus	NDXB01018971.1	47.328	112	Agapornis_roseicollis	Agapornis	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.37-Psittacula_krameri	ehbv-avi.49.37-Psittacula_krameri	ehbv-avi.49.37-Psittacula_krameri	Avihepadnavirus	NFZL01000158.1	79.104	109	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.38-Psittacula_krameri	ehbv-avi.49.38-Psittacula_krameri	ehbv-avi.49.38-Psittacula_krameri	Avihepadnavirus	NFZL01000892.1	71.622	107	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.39-Amazona_vittata	ehbv-avi.49.39-Amazona_vittata	ehbv-avi.49.39-Amazona_vittata	Avihepadnavirus	AOCU01134977.1	81.538	106	Amazona_vittata	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.4-Guaruba_guarouba	ehbv-avi.49.4-Guaruba_guarouba	ehbv-avi.49.4-Guaruba_guarouba	Avihepadnavirus	JAABOC010004601.1	85.581	360	Guaruba_guarouba	Guaruba	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.40-Amazona_aestiva	ehbv-avi.49.40-Amazona_aestiva	ehbv-avi.49.40-Amazona_aestiva	Avihepadnavirus	LMAW01003033.1	76.923	103	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.41-Ara_macao	ehbv-avi.49.41-Ara_macao	ehbv-avi.49.41-Ara_macao	Avihepadnavirus	KE029857.1	81.356	102	Ara_macao	Ara	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.42-Guaruba_guarouba	ehbv-avi.49.42-Guaruba_guarouba	ehbv-avi.49.42-Guaruba_guarouba	Avihepadnavirus	JAABOC010006378.1	79.661	99.8	Guaruba_guarouba	Guaruba	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.43-Psittacula_krameri	ehbv-avi.49.43-Psittacula_krameri	ehbv-avi.49.43-Psittacula_krameri	Avihepadnavirus	NFZL01001959.1	77.966	96.7	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.44-Amazona_aestiva	ehbv-avi.49.44-Amazona_aestiva	ehbv-avi.49.44-Amazona_aestiva	Avihepadnavirus	LMAW01002113.1	77.966	95.5	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.45-Melopsittacus_undulatus	ehbv-avi.49.45-Melopsittacus_undulatus	ehbv-avi.49.45-Melopsittacus_undulatus	Avihepadnavirus	JH556604	80	95.1	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.46-Pionus_senilis	ehbv-avi.49.46-Pionus_senilis	ehbv-avi.49.46-Pionus_senilis	Avihepadnavirus	WURU01343961.1	76.271	93.6	Pionus_senilis	Pionus	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.47-Amazona_vittata	ehbv-avi.49.47-Amazona_vittata	ehbv-avi.49.47-Amazona_vittata	Avihepadnavirus	KB273802.1	74.576	92.8	Amazona_vittata	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.48-Melopsittacus_undulatus	ehbv-avi.49.48-Melopsittacus_undulatus	ehbv-avi.49.48-Melopsittacus_undulatus	Avihepadnavirus	JH556611	74.576	92	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.5-Agapornis_roseicollis	ehbv-avi.49.5-Agapornis_roseicollis	ehbv-avi.49.5-Agapornis_roseicollis	Avihepadnavirus	NDXB01013464.1	78.421	298	Agapornis_roseicollis	Agapornis	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.6-Amazona_aestiva	ehbv-avi.49.6-Amazona_aestiva	ehbv-avi.49.6-Amazona_aestiva	Avihepadnavirus	LMAW01002567.1	74.112	289	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.7-Ara_macao	ehbv-avi.49.7-Ara_macao	ehbv-avi.49.7-Ara_macao	Avihepadnavirus	AOUJ01334779.1	70.404	286	Ara_macao	Ara	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.8-Agapornis_roseicollis	ehbv-avi.49.8-Agapornis_roseicollis	ehbv-avi.49.8-Agapornis_roseicollis	Avihepadnavirus	NDXB01001693.1	89.744	284	Agapornis_roseicollis	Agapornis	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.9-Guaruba_guarouba	ehbv-avi.49.9-Guaruba_guarouba	ehbv-avi.49.9-Guaruba_guarouba	Avihepadnavirus	JAABOC010008941.1	69.058	283	Guaruba_guarouba	Guaruba	Psittacidae	Psittaciformes
